Home Lang,Number of Records,Snap Dat,Survey Year,Wh Stdt Key
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115257
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115258
Chinese,1,23/12/2020 12:00:00 AM,2018,115259
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115260
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115261
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115262
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115263
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115264
Chinese,1,23/12/2020 12:00:00 AM,2018,115265
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115266
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115267
Chinese,1,23/12/2020 12:00:00 AM,2018,115268
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115269
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115270
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115271
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115273
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115274
Chinese,1,23/12/2020 12:00:00 AM,2018,115275
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115276
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115277
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115278
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115279
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115280
Chinese,1,23/12/2020 12:00:00 AM,2018,115281
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115282
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115283
Chinese,1,23/12/2020 12:00:00 AM,2018,115284
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115285
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115286
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115287
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115288
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115289
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115290
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115291
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115292
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115293
Chinese,1,23/12/2020 12:00:00 AM,2018,115294
Chinese,1,23/12/2020 12:00:00 AM,2018,115295
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115297
Chinese,1,23/12/2020 12:00:00 AM,2018,115298
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115299
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115300
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115301
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115302
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115303
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115305
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115307
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115308
Chinese,1,23/12/2020 12:00:00 AM,2018,115310
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115311
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115312
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115313
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115314
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115315
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115316
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115317
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115318
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115319
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115320
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115321
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115322
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115323
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115324
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115325
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115326
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115327
Urdu,1,23/12/2020 12:00:00 AM,2018,115328
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115329
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115330
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115331
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115332
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115334
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115335
Chinese,1,23/12/2020 12:00:00 AM,2018,115336
Chinese,1,23/12/2020 12:00:00 AM,2018,115337
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115339
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115340
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115341
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115342
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115343
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115344
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115346
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115347
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115348
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115349
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115350
Chinese,1,23/12/2020 12:00:00 AM,2018,115351
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115352
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115353
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115354
Chinese,1,23/12/2020 12:00:00 AM,2018,115355
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115356
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115357
Chinese,1,23/12/2020 12:00:00 AM,2018,115358
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115359
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115361
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115362
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115363
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115364
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115365
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115366
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115367
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115368
Chinese,1,23/12/2020 12:00:00 AM,2018,115369
Chinese,1,23/12/2020 12:00:00 AM,2018,115370
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115371
Chinese,1,23/12/2020 12:00:00 AM,2018,115372
Chinese,1,23/12/2020 12:00:00 AM,2018,115373
Chinese,1,23/12/2020 12:00:00 AM,2018,115374
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115375
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115376
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115377
Chinese,1,23/12/2020 12:00:00 AM,2018,115378
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115379
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115381
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115382
Chinese,1,23/12/2020 12:00:00 AM,2018,115383
Chinese,1,23/12/2020 12:00:00 AM,2018,115384
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115385
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115386
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115387
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115388
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115389
Chinese,1,23/12/2020 12:00:00 AM,2018,115390
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115597
Japanese,1,23/12/2020 12:00:00 AM,2018,115598
Chinese,1,23/12/2020 12:00:00 AM,2018,115599
Chinese,1,23/12/2020 12:00:00 AM,2018,115600
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115601
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115602
Information Not Available,1,23/12/2020 12:00:00 AM,2018,115603
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115604
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115605
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115606
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115607
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115608
Chinese,1,23/12/2020 12:00:00 AM,2018,115609
Chinese,1,23/12/2020 12:00:00 AM,2018,115610
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115611
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115612
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115613
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115614
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115615
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115616
Chinese,1,23/12/2020 12:00:00 AM,2018,115617
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115618
Chinese,1,23/12/2020 12:00:00 AM,2018,115619
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115621
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115622
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115623
Chinese,1,23/12/2020 12:00:00 AM,2018,115624
Chinese,1,23/12/2020 12:00:00 AM,2018,115625
Chinese,1,23/12/2020 12:00:00 AM,2018,115626
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115627
Chinese,1,23/12/2020 12:00:00 AM,2018,115628
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115629
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115630
Chinese,1,23/12/2020 12:00:00 AM,2018,115631
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115633
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115636
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115637
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115639
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115640
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115641
Chinese,1,23/12/2020 12:00:00 AM,2018,115642
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115643
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115644
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115645
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115646
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115647
Other languages not classified above,1,23/12/2020 12:00:00 AM,2018,115648
Chinese,1,23/12/2020 12:00:00 AM,2018,115649
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115650
Chinese,1,23/12/2020 12:00:00 AM,2018,115651
Chinese,1,23/12/2020 12:00:00 AM,2018,115652
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115653
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115654
Chinese,1,23/12/2020 12:00:00 AM,2018,115655
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115657
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115658
Chinese,1,23/12/2020 12:00:00 AM,2018,115659
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115660
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115661
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115663
Chinese,1,23/12/2020 12:00:00 AM,2018,115664
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115665
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115666
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115667
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115668
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115669
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115670
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115671
Chinese,1,23/12/2020 12:00:00 AM,2018,115672
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115673
Chinese,1,23/12/2020 12:00:00 AM,2018,115674
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115675
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115676
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115677
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115678
Chinese,1,23/12/2020 12:00:00 AM,2018,115679
Chinese,1,23/12/2020 12:00:00 AM,2018,115680
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115681
Chinese,1,23/12/2020 12:00:00 AM,2018,115682
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115683
Chinese,1,23/12/2020 12:00:00 AM,2018,115684
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115685
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115686
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115687
Chinese,1,23/12/2020 12:00:00 AM,2018,115688
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115689
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115690
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115691
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115692
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115693
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115694
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115695
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115696
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115697
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115698
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115699
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115700
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115701
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115704
Chinese,1,23/12/2020 12:00:00 AM,2018,115705
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115706
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115707
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115708
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115709
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115710
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115711
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115712
Chinese,1,23/12/2020 12:00:00 AM,2018,115713
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115714
Chinese,1,23/12/2020 12:00:00 AM,2018,115715
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115716
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115717
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115718
Chinese,1,23/12/2020 12:00:00 AM,2018,115719
Chinese,1,23/12/2020 12:00:00 AM,2018,115720
Chinese,1,23/12/2020 12:00:00 AM,2018,115721
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115723
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115724
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115725
Chinese,1,23/12/2020 12:00:00 AM,2018,115726
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115727
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115728
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115729
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115730
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115731
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115733
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115734
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115735
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115736
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115737
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115738
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115739
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115741
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115742
Chinese,1,23/12/2020 12:00:00 AM,2018,115743
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115744
Chinese,1,23/12/2020 12:00:00 AM,2018,115745
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115746
Chinese,1,23/12/2020 12:00:00 AM,2018,115747
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115748
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115749
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115750
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115751
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115753
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115754
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115755
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115756
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115757
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115758
Chinese,1,23/12/2020 12:00:00 AM,2018,115759
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115761
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115762
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115763
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115764
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115766
Not Applicable,1,23/12/2020 12:00:00 AM,2018,116500
Chinese,1,23/12/2020 12:00:00 AM,2018,116502
Not Applicable,1,23/12/2020 12:00:00 AM,2018,116503
Not Applicable,1,23/12/2020 12:00:00 AM,2018,116504
Not Applicable,1,23/12/2020 12:00:00 AM,2018,116505
Not Applicable,1,23/12/2020 12:00:00 AM,2018,116506
Chinese,1,23/12/2020 12:00:00 AM,2018,116507
Not Applicable,1,23/12/2020 12:00:00 AM,2018,116508
Not Applicable,1,23/12/2020 12:00:00 AM,2018,116509
Not Applicable,1,23/12/2020 12:00:00 AM,2018,116510
Not Applicable,1,23/12/2020 12:00:00 AM,2018,116511
Not Applicable,1,23/12/2020 12:00:00 AM,2018,116512
Chinese,1,23/12/2020 12:00:00 AM,2018,116513
Not Applicable,1,23/12/2020 12:00:00 AM,2018,116514
Not Applicable,1,23/12/2020 12:00:00 AM,2018,116515
Chinese,1,23/12/2020 12:00:00 AM,2018,116516
Not Applicable,1,23/12/2020 12:00:00 AM,2018,116517
Not Applicable,1,23/12/2020 12:00:00 AM,2018,116518
Chinese,1,23/12/2020 12:00:00 AM,2018,116520
Not Applicable,1,23/12/2020 12:00:00 AM,2018,116521
Chinese,1,23/12/2020 12:00:00 AM,2018,116523
Chinese,1,23/12/2020 12:00:00 AM,2018,116524
Not Applicable,1,23/12/2020 12:00:00 AM,2018,116525
Not Applicable,1,23/12/2020 12:00:00 AM,2018,116527
Not Applicable,1,23/12/2020 12:00:00 AM,2018,116528
Chinese,1,23/12/2020 12:00:00 AM,2018,116529
Not Applicable,1,23/12/2020 12:00:00 AM,2018,116531
Not Applicable,1,23/12/2020 12:00:00 AM,2018,116532
Chinese,1,23/12/2020 12:00:00 AM,2018,116533
Chinese,1,23/12/2020 12:00:00 AM,2018,116534
Not Applicable,1,23/12/2020 12:00:00 AM,2018,116535
Chinese,1,23/12/2020 12:00:00 AM,2018,116536
Chinese,1,23/12/2020 12:00:00 AM,2018,116537
Not Applicable,1,23/12/2020 12:00:00 AM,2018,116538
Not Applicable,1,23/12/2020 12:00:00 AM,2018,116539
Not Applicable,1,23/12/2020 12:00:00 AM,2018,116540
Not Applicable,1,23/12/2020 12:00:00 AM,2018,116541
Chinese,1,23/12/2020 12:00:00 AM,2018,116542
Chinese,1,23/12/2020 12:00:00 AM,2018,116543
Not Applicable,1,23/12/2020 12:00:00 AM,2018,116544
Not Applicable,1,23/12/2020 12:00:00 AM,2018,116546
Not Applicable,1,23/12/2020 12:00:00 AM,2018,116547
Not Applicable,1,23/12/2020 12:00:00 AM,2018,116548
Not Applicable,1,23/12/2020 12:00:00 AM,2018,116549
Not Applicable,1,23/12/2020 12:00:00 AM,2018,116550
Not Applicable,1,23/12/2020 12:00:00 AM,2018,116551
Chinese,1,23/12/2020 12:00:00 AM,2018,116552
Chinese,1,23/12/2020 12:00:00 AM,2018,116553
Not Applicable,1,23/12/2020 12:00:00 AM,2018,116554
Chinese,1,23/12/2020 12:00:00 AM,2018,116555
Not Applicable,1,23/12/2020 12:00:00 AM,2018,116556
Chinese,1,23/12/2020 12:00:00 AM,2018,116557
English,1,23/12/2020 12:00:00 AM,2018,116558
English,1,23/12/2020 12:00:00 AM,2018,116559
Not Applicable,1,23/12/2020 12:00:00 AM,2018,116560
Not Applicable,1,23/12/2020 12:00:00 AM,2018,116561
Chinese,1,23/12/2020 12:00:00 AM,2018,116562
Not Applicable,1,23/12/2020 12:00:00 AM,2018,116563
Not Applicable,1,23/12/2020 12:00:00 AM,2018,116564
Not Applicable,1,23/12/2020 12:00:00 AM,2018,116565
Not Applicable,1,23/12/2020 12:00:00 AM,2018,116566
Not Applicable,1,23/12/2020 12:00:00 AM,2018,116567
Not Applicable,1,23/12/2020 12:00:00 AM,2018,116569
Not Applicable,1,23/12/2020 12:00:00 AM,2018,116570
Chinese,1,23/12/2020 12:00:00 AM,2018,116572
Not Applicable,1,23/12/2020 12:00:00 AM,2018,116573
Chinese,1,23/12/2020 12:00:00 AM,2018,116574
Not Applicable,1,23/12/2020 12:00:00 AM,2018,116576
Not Applicable,1,23/12/2020 12:00:00 AM,2018,116577
Not Applicable,1,23/12/2020 12:00:00 AM,2018,116578
Chinese,1,23/12/2020 12:00:00 AM,2018,116580
Not Applicable,1,23/12/2020 12:00:00 AM,2018,116581
Chinese,1,23/12/2020 12:00:00 AM,2018,116583
Chinese,1,23/12/2020 12:00:00 AM,2018,116584
Not Applicable,1,23/12/2020 12:00:00 AM,2018,116585
Not Applicable,1,23/12/2020 12:00:00 AM,2018,116586
Not Applicable,1,23/12/2020 12:00:00 AM,2018,116587
Not Applicable,1,23/12/2020 12:00:00 AM,2018,116590
Not Applicable,1,23/12/2020 12:00:00 AM,2018,116592
Chinese,1,23/12/2020 12:00:00 AM,2018,116593
Chinese,1,23/12/2020 12:00:00 AM,2018,116594
Not Applicable,1,23/12/2020 12:00:00 AM,2018,116595
Chinese,1,23/12/2020 12:00:00 AM,2018,116596
Chinese,1,23/12/2020 12:00:00 AM,2018,116597
Not Applicable,1,23/12/2020 12:00:00 AM,2018,116599
Not Applicable,1,23/12/2020 12:00:00 AM,2018,116601
Chinese,1,23/12/2020 12:00:00 AM,2018,116602
Not Applicable,1,23/12/2020 12:00:00 AM,2018,116603
Not Applicable,1,23/12/2020 12:00:00 AM,2018,116604
Not Applicable,1,23/12/2020 12:00:00 AM,2018,116605
Not Applicable,1,23/12/2020 12:00:00 AM,2018,116606
Not Applicable,1,23/12/2020 12:00:00 AM,2018,116608
Not Applicable,1,23/12/2020 12:00:00 AM,2018,116609
Not Applicable,1,23/12/2020 12:00:00 AM,2018,116610
Not Applicable,1,23/12/2020 12:00:00 AM,2018,116611
Not Applicable,1,23/12/2020 12:00:00 AM,2018,116612
Not Applicable,1,23/12/2020 12:00:00 AM,2018,116613
Not Applicable,1,23/12/2020 12:00:00 AM,2018,116633
Not Applicable,1,23/12/2020 12:00:00 AM,2018,116717
Chinese,1,23/12/2020 12:00:00 AM,2018,116762
Chinese,1,23/12/2020 12:00:00 AM,2018,116789
Not Applicable,1,23/12/2020 12:00:00 AM,2018,116790
Chinese,1,23/12/2020 12:00:00 AM,2018,115064
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115065
Chinese,1,23/12/2020 12:00:00 AM,2018,115066
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115067
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115068
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115069
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115070
Chinese,1,23/12/2020 12:00:00 AM,2018,115071
Chinese,1,23/12/2020 12:00:00 AM,2018,115073
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115074
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115075
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115076
Chinese,1,23/12/2020 12:00:00 AM,2018,115077
English,1,23/12/2020 12:00:00 AM,2018,115078
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115079
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115080
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115081
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115083
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115084
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115085
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115086
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115087
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115088
Chinese,1,23/12/2020 12:00:00 AM,2018,115089
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115090
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115091
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115092
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115093
English,1,23/12/2020 12:00:00 AM,2018,115094
Chinese,1,23/12/2020 12:00:00 AM,2018,115095
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115098
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115099
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115100
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115101
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115102
Chinese,1,23/12/2020 12:00:00 AM,2018,115103
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115104
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115105
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115106
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115107
Chinese,1,23/12/2020 12:00:00 AM,2018,115108
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115110
Chinese,1,23/12/2020 12:00:00 AM,2018,115112
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115113
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115114
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115115
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115116
Chinese,1,23/12/2020 12:00:00 AM,2018,115117
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115118
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115119
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115120
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115121
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115122
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115123
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115124
Chinese,1,23/12/2020 12:00:00 AM,2018,115125
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115126
Chinese,1,23/12/2020 12:00:00 AM,2018,115127
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115128
Chinese,1,23/12/2020 12:00:00 AM,2018,115129
Chinese,1,23/12/2020 12:00:00 AM,2018,115130
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115131
Chinese,1,23/12/2020 12:00:00 AM,2018,115132
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115133
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115134
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115135
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115136
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115137
Chinese,1,23/12/2020 12:00:00 AM,2018,115138
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115139
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115141
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115142
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115143
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115144
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115145
Chinese,1,23/12/2020 12:00:00 AM,2018,115146
Not Applicable,1,23/12/2020 12:00:00 AM,2018,115147
